,LABEL,COMMENT
6186,GM,Gujrati to gujratij hoy wala
6193,GM,Dil ma she dard aak ma pani
6196,GM,Majm
6204,GM,Vha bhai
6205,GM,"Dil thi lyrics bau j jordar lakhya che Bhai  
 
 
 
 Jordar. 
 Dhaval"
6207,GM,Jks
6208,GM,ha moj ha
6210,GM,Van jiga vah
6212,GM,Ha kaviRaaaj
6214,GM,Vah Jignesh bhai
6215,GM,Koi na Dil dukhay Eva geer na gaoo
6216,GM,Ha moj ha
6218,GM, dhol vage che
6219,GM,jignesh bhai tame have dant dhovrai do nathi sara dekhata plz...plz.....
6225,GM,Nice song bhai 
6227,GM,Ketla loko ne a geet sambhali ne potani janu yad ave che jo avti hoy to please like and comment  karjo
6228,GM,Jigar ny jagvar ny javoni yad ayi jy mar Ben av ti ny bhabhi jati ray lomba ball lai aj to
6232,GM,Ha jigu ha
6235,GM,"sangit e sarsvati manu sadhananu sadhan che,"
6236,GM,"hath ma 6 che visky,janu tu mari nahi koini nay,"
6237,GM,"dil na tar tutya ban vagya ,"
6238,GM,bhagvan pan bhulo padyo na na karvanu che su khabar nahi padti kai disa pakdi 6 
6239,GM,aa yuvadhan ne kai prerna dai songs aapo patari na fervo bhai 
6240,GM,"potani publicity mate,tamne nahi darek kalakaro ne vinanti "
6241,GM,aaj kal market ma aava bahu vadhi gaya 6
6242,GM,pela sangit ne samajo jano ane pachi stej par thi gavo
6243,GM,"song banavo pan maryada ma rahi banavo,"
6244,GM,"Jigabhai gujrat ni pathari ferrvi nakhi tame kalakaroe su aapni sanskruti che,"
6247,GM,Jordar songa..
6250,GM,Ha moj ha
6253,GM,Ha jigabhai Ha tamari moj Ha
6255,GM,Ha. Ha.  Moja
6256,GM,Jordar
6258,GM,Khota samachar sabhdya tame Jignesh bhai.....
6262,GM,Mane to mari janu e khud kithu vaishg ma mara lagn se
6263,GM, jordar
6273,GM,Ha jigabhai
6274,GM,Ha moj ha jignesh bhai jordar shog
6279,GM,Jo tame koine sachho prem karyo hoy to ae prem mate one like jarur thi karjo friends
6287,GM,Ha Gunvantbhi Thakor Tamara deci song
6289,GM,Vah jiganesbhai tamaru song
6292,GM,Ha moj ha
6293,GM,Ha.moj.ha.jignesh.bhai
6294,GM,Ha moj 😂😂
6295,GM,Ha moj 😂😂
6296,GM,Mare pan avu j chhe
6298,GM,Have thaya ho tamara friend
6299,GM,Jordar song jigubhai
6300,GM,Sachi vat mari hare naipanvani
6306,GM,Ha moj haaaa
6315,GM,Mast Me b video banvayo che 
6318,GM,Be. Wafa. Tane  dur. This. Salam. Ha. Moj
6321,GM,Bewfa tane durthi salam Jaa.....G....
6334,GM,Bhai  bhai
6335,GM,Bevfa tane durthi salam
6336,GM,Sachi vat cha
6347,GM,Brobar saheb
6348,GM,Nice video hoo baki
6356,GM,muj Garib in bhuli gai rupya wala Tanhai Dur Thi Salam
6360,GM,Dur thi pan ane mara pug thi pan slam....
6365,GM,Aavi bewafa o ne to dhoke dhoke dhovi jove
6385,GM,Jordar jiga
6386,GM,Bewfa tane dur thi salam
6393,GM,Oho va
6394,GM,Jorrrrrrdar
6395,GM,Ha Badsah
6399,GM,हा मोज हा
6400,GM, geet Jignesh Barot na
6403,GM,Hal tane lay dav
6404,GM,Marvadi chudlo lay dav
6408,GM,Ha moj ha
6412,GM,राकेश बारोट नी भाई यो😘😚
6414,GM,Ha barot ha
6415,GM,Kok have navu lavo bhai Rakesh barot
6416,GM,Dev pagli ni copy🤡
6419,GM,Jordar video so LOVE nice
6420,GM,Sang no jagya ae rang lagavo Yarr 😎😎
6424,GM,Mast
6429,GM,Vah bhai Rakesh vah
6437,GM,Bakwas 
6439,GM,Ha moj Ha
6440,GM,Jabardast RAKESH bhai
6445,GM,Jordar rakesh bhai
6448,GM,Vahh  rakesh  barot
6452,GM,Jordar song
6453,GM,Jodar
6454,GM,Jordar mara Bhai rakesh barot
6455,GM,Ha rakesh barot ha
6456,GM,Vah rakesh bhai avo ek dandiya album song kadho jay shri ram
6458,GM, ha moj ha bhai
6463,GM,rakesh barotna song kona kona favrait hoy che like kare
6465,GM,Acting ane dans saro Kare che rakesh barot
6467,GM,Ha moj ha
6469,GM,Rakesh bhai ne like aapo
6524,GM,Bolo har har har mahadev
6534,GM,Alakh alakh ben
6544,GM, geera ban mast  song  👌👌👌👌💐💐💐
6551,GM,Ha moj ha geeta ben
6572,GM,આપ starting માં કે last માં subscribe કરવાનું કહો
6573,GM,Aa app ma picture નથી આવતી
6577,GM,Wahh garvi Gujarat tara pan divso chhe ho.
6584,GM,"Nice Song che ho bhai, Jay HInd"
